,Date,User,Tweet
2235,2022-11-17 05:38:23+00:00,christinaren_ee,"@tpwkk_emily No one takes tickets from anyone. If you didn’t make multiple Ticketmaster accounts and get your friends and family to help and didn’t have capital one card, that’s on you, now me. Jealousy isn’t a good look"
2236,2022-11-17 05:33:11+00:00,irini05,"@taylorswift13 First concert we saw you at was at Plant City. Even  with a  presale code and a Capital One card couldn’t buy tickets because site kept giving me error. Prices were also going up in front of my eyes as well. Taylor, please put an end to this dynamic pricing on your concerts!!!"
2237,2022-11-17 05:32:43+00:00,wtfmaggie,"@camilleLEGO Did you refresh the seat listings or the page itself? I’m trying again on Friday (didn’t have capital one card, got screwed over by being in line for 5 hours yesterday) and I want to give myself the best chance to get tickets"
2238,2022-11-17 05:26:28+00:00,publiclyNdecent,"See if you can't set some viewer numbers &amp; more records. You put them sponsor's ahead of your fans, kind of a dick move with the whole capital one card ticket grab. Hey, I guess everyone panders for that $$$$$."
2239,2022-11-17 05:25:32+00:00,yeahimdom267,"Here’s my Capital One credit card referral link. Before you apply, you can check if you’re pre-approved with no impact to your credit score: https://t.co/M4ZWdmtoLt"
2240,2022-11-17 05:25:11+00:00,GigDriver,"Need a new credit card, check out capital one there a great card. I have a couple with them.  Use this link and it will help me out. Thank you very much! @capitalone #Creditcard #visa #money #cash #Mastercard @AskCapitalOne  https://t.co/UjFwkt9jVP #rtitbot https://t.co/tRGJj0lHKC"
2241,2022-11-17 05:13:06+00:00,MistressJennie,"@Socialmama4 @FearlessAlly13 This. I spent the last 2 days trying to get tix for my 16 y.o.. Verified, longtime Capital One customer, I had 2 and kept getting an error processing my card. I’m going to try again Fri but I’ve lost hope and feel so terrible, she wants to go so badly 😭"
2242,2022-11-17 05:11:20+00:00,mint_stlck,"I see swifties complaining about waiting in line for two days and not getting tickets, and yeah that fucking sucks.
But I got waitlisted, and don't have a capital one card. Like my only option is general sale on Friday in which i will be IN SURGERY for and the second I'm home 1/2"
2243,2022-11-17 05:08:15+00:00,PetraOlson,@RichLux713 @taylorswift13 Damn I wish I got some ya know? I even have a capital one card
2244,2022-11-17 05:00:09+00:00,vavillaiot,"No presale code, no capital one card. Hopefully they partitioned out the tickets and left some for General Sale but hope is not high. 

#TheErasTour #ticketmasterfail #TaylorSwiftErasTour"
2245,2022-11-17 04:59:36+00:00,tqylorsversion,@mymymyswift13 i live in sweden (going go the us to see her) so i couldn't sign up for presale and i don't have a capital one card so i havent been able to try yet! gonna try tomorrow
2246,2022-11-17 04:57:27+00:00,shutupjoani,i fear i should’ve just gotten a capital one card
2247,2022-11-17 04:52:47+00:00,tayrianalover,"I sat in the Capital One presale today and as soon as it was my turn the site said there were no more tickets left. I’m so fucking depressed like y’all don’t understand 😔

What’s the point of the Capital One presale if I’m a CO card owner and don’t even get a seat???"
2248,2022-11-17 04:51:06+00:00,jackie_batts,@Ticketmaster “ReScHeDuLiNg WiLl NoT aFfEcT tIcKeT aVaIlAbIlItY fOr CaPiTaL oNe CaRd HoLdErS” https://t.co/hvqjyfYmPy
2249,2022-11-17 04:43:47+00:00,AmandaMonterro5,@Ticketmaster You mean the tickets that are no longer available for capital one card holders. what.a. Joke.
2250,2022-11-17 04:42:58+00:00,Katthe1975,"I literally can’t even listen to any taylor songs bc I immediately get too sad that even though i was boosted, fan verified AND a capital one card I couldn’t secure even nosebleed tickets. Waited for 4+ hours over two days.  Absolutely defeated. #taylorswiftpresale #Ticketmaster"
2251,2022-11-17 04:40:06+00:00,Shannonanan13,@plspictureme Damn I'm jealous! Congrats! I didn't even have the chance to try today bc I don't have a Capital One card and had to work :(
2252,2022-11-17 04:39:29+00:00,StrykeLightning,"@cardcaptorpearl @jakeylantern @AskCapitalOne @holygroundsound It wouldn't have mattered  :( I have a capital one card...they literally were gone in seconds again.

I was trying for my employee and nope."
2253,2022-11-17 04:38:38+00:00,jeytonswift,can’t believe I paid off my $400 capital one card ALL AT ONCE for nothing
2254,2022-11-17 04:37:53+00:00,brimiiiii,"Today my mom said “I have a capital one card, you should have let me try for you” right after me explaining that I want seats in front of the middle stage and she said “woah woah, that’s too specific” woman, you would have absolutely bought $300 tickets behind the stage, goodbye"
2255,2022-11-17 04:17:53+00:00,nocontroldyke,so glad i have an unemployed sister who can sit around at home all day for 2 days straight to buy floor tickets for taylor swift (with my credit card ) ( hashtag i love capital one hashtag better than verified fan hashtag i am broke now)
2256,2022-11-17 04:06:06+00:00,Ariella_Brunk,"Didn't have a capital one card to try today's sale. Here's hoping Friday is better. #ErasTour

At least tomorrow is Red Cup Day at @Starbucks. Thank you for the much needed joy this week! #starbucksholiday"
2257,2022-11-17 04:03:25+00:00,amysue12,@ErasTourResell @MeganFaseler had a Loverfest boost &amp; a capital one card &amp; STILL didn’t get tickets… post your request on here.
2258,2022-11-17 04:00:46+00:00,onpeaceandlove,"@lifeofvan My Capital One card is processing the payment, but no confirmation email anywhere. 😤"
2259,2022-11-17 03:56:17+00:00,ETheNerd,So I do have a ticket to #TaylorSwiftErasTour (?) but it took a lot of effort and like 2-3 people from my group and they were on on the pre-sale (verified tickets) day and one has a Capital One card who was on. Basically they performed a miracle for 6 tickets @Ticketmaster sucks https://t.co/5FwarfZQgj
2260,2022-11-17 03:56:06+00:00,phoebesivy,LMAO NO WAY I JUST SAW A TIKTOK OF SOMEONE ACCIDENTLLY LEAKING THEIR CAPITAL ONE CARD INFO LMFAOOOOOO
2261,2022-11-17 03:53:44+00:00,thehopeof_itall,"@FearlessAlly13 fan since debut, had loverfest tickets, a rn boost and presale code AND capital one card, and can go to any concert in 5 different states, I spent 9 hours yesterday and 5 today, I got no tickets at all. I’m heartbroken"
2262,2022-11-17 03:51:35+00:00,seroquelswift,meanwhile there are dedicated swifties (me) who didn’t get verified fan codes since it was just based on luck OR have a capital one card so we literally haven’t even entered a queue at this point. we haven’t been given the slightest chance ..
2263,2022-11-17 03:51:03+00:00,jeffhartman2000,@taylorswift13 You are the problem Taylor!!! I’ve been dealing with a frantic significant other because you wait listed her no luck! Signed up for a stupid Capital One credit card for those to sell out while she was in the que!  Fingers crossed for general sales. Thanks for the week of hell!!!
2264,2022-11-17 03:47:37+00:00,_carrrmen,i was like “sure i have a capital one card i’ll see if i can get taylor swift tickets” because i had success with mcr and ticketmaster was like “no prob here is 1 (one) ticket in the upper bowl for $600” lol
2265,2022-11-17 03:46:29+00:00,bkwrmenglisht,@swiftie4life135 i don't gave a capital one card so for me it's the second 😅
2266,2022-11-17 03:42:03+00:00,onpeaceandlove,@Ticketmaster @TMFanSupport @CapitalOne the payment is pending on my Capital One card and no confirmation - what gives?? How do I contact someone??
2267,2022-11-17 03:35:56+00:00,ttracyh,@Shupette @Ticketmaster My capital one card was pointless 😡
2268,2022-11-17 03:29:58+00:00,thanh_neville,"@Linherski i'm in LA, but have a capital one credit card, so it was presale. it was still nuts though."
2269,2022-11-17 03:29:04+00:00,graysintrlude,I don’t have a capital one card but no 💛 https://t.co/TdtCJXCSJm
2270,2022-11-17 03:25:57+00:00,jensaxy,@13MIDNlGHTS @thisisleatrying @Dec13TSwift I had the same! And then capital one locked my card! Cap one Codes weren’t working!! Never got the tickets 😭
2271,2022-11-17 03:24:32+00:00,pplannoymealot,"Got presale…

…didn’t get a ticket for the Boston Show 

I have a Capital One Card…

…didn’t get a ticket for either philly night, atlanta, or nashville that I queued for…

Got into the seat map for Philly N2…

…got kicked out

IT SHOULD NOT BE THIS HARD @TICKETMASTER"
2272,2022-11-17 03:23:47+00:00,brigettecwarren,Tried to use my Capital One card to get tickets just to click on tickets and after verifying I was told they were sold to another. I ended up with nothing. Please make it make sense!!!  @Ticketmaster
2273,2022-11-17 03:23:43+00:00,IveryMoo,@swiftie4life135 2nd time for me cuz no capital one card…so excited…wooo🥲🥲
2274,2022-11-17 03:17:17+00:00,yumnaaaq,i just saw a tik tok of this girl saying @verizon sent her FLOOR tickets to 1989 just because she tweeted that she wanted tickets so @CapitalOne can i please have tickets i promise i spend a lot of money using my capital one card i’m a loyal customer i swear
2275,2022-11-17 03:14:34+00:00,Ccmila_O,@daisycardigan @taylorswift13 @SeatGeek Well its through seatgeak website they will do presale 2pm from nov16 to 18 for capital one holders  once your in line and got in the code will be your first 6 digits account number . The only time i went to my capital one was to view my virtual card to get the account number
2276,2022-11-17 03:13:42+00:00,ariiizonatea,"@midnightsalbum looking for any Tampa date for 3 (face value, lower bowl, pls) 
looking for my coworker &amp; her daughters bc her verified fan presale code didn’t work and for some reason neither did her capital one card :("
2277,2022-11-17 03:12:13+00:00,lrsims,Hey @CapitalOne we were totally bummed today when the fraud prevention on our #venture card prevented us from being able to purchase tickets during the Capital One presale for @taylorswift13 while our card was locked all were sold while we watched it happen.VERY sad!!!
2278,2022-11-17 03:10:42+00:00,Saskins,"@Ticketmaster I don’t mind that I had to wait in queues for 2 hours, waiting would be worth it to actually get tickets. BUT once I had a shot to reserve seats “my device wasn’t recognized” at first then when I tried again for central time shows my capital one card number didn’t work and then"
2279,2022-11-17 03:09:16+00:00,lamarford,@GirlMelanieXO The only hack is having a credit card. A friend on FB got the tickets through Capital One presale to members. 🙃 https://t.co/PJjj4B1VN4
2280,2022-11-17 03:08:57+00:00,strbryswiftie,"Yesterday it was just me in line bc of presale codes. Today it was me and my mom bc of her capital one card. Friday will be me, my 2 acct. I just made, my mom’s, and I will have my dad’s acct. running on my iPad while he’s at work. I NEED THESE TICKETS 😭"
2281,2022-11-17 03:04:15+00:00,freudsghost,Another day and having a capital one card didn't pay off. Still no tickets. More ticketmaster errors. Sad i may not see taylor this tour.
2282,2022-11-17 03:03:51+00:00,tigerette1991,@Ticketmaster I had tickets in my cart and got to the payment for you to say to use a valid payment when I was using my capital one card! I don’t understand. So sad. @CapitalOne @taylorswift13 @taylornation13
2283,2022-11-17 03:01:27+00:00,fridakashflow,oomf called me in the middle of the day and asked me to volunteer as tribute bc they did not have a capital one card https://t.co/ebJH3fyhsL
2284,2022-11-17 02:52:11+00:00,AngelaDF,"@Ticketmaster @CapitalOne Where can I cancel my Capital One card? Both of you suck!!! Trying to surprise my 7 year old daughter with Swift tickets for Christmas, and I’m not even allowed that chance today."
2285,2022-11-17 02:49:46+00:00,madisentweets,"still can’t believe that the only reason I was able to secure @taylorswift13 tickets for my sister, mom, and I is because I used my sister’s ex-boyfriend’s capital one card 🫠🙈 @taylornation13"
2286,2022-11-17 02:44:28+00:00,StefanieGaston3,"@brian_mansfield Thank you. I didn't get tickets and I was Pre-Verified AND had a Capital One card for that pre sale too.
😭😭😭😭😭😭😭😭😭😭😭"
2287,2022-11-17 02:43:55+00:00,stiIIgoIden,the fact that i had a presale code with a boost and a capital one card and i got through the queue in like 20 mins today and STILL couldn’t get tickets makes me want to punch a hole in a wall
2288,2022-11-17 02:40:32+00:00,deedirt5,"I got waitlisted and don’t have capital one card and I’m just as devastated as everyone else, but let’s make this clear I don’t think this is @taylorswift13 fault. @Ticketmaster took full advantage of us! I wish Ticketmaster would say SOMETHING or Taylor about this #TSxCapitalOne"
2289,2022-11-17 02:39:39+00:00,Lindac0401,@BreeAguiar @Ticketmaster Now I needed a Capital One card to get some damn tickets #SMFH
2290,2022-11-17 02:38:30+00:00,Dancingkaren23,"Dear Taylor, I have a presale code &amp; Capital One credit card. After way too many hours of trying, I was unable to get tickets.  Dear Ticketmaster, please fix your system!  #unfair #TheErasTour  @TMFanSupport @Ticketmaster @taylorswift13 @taylornation13 @CapitalOne https://t.co/7vOLSGfe8C"
2291,2022-11-17 02:37:23+00:00,Dania_Alejo,@melliee_mell it’s insane. the same exact thing happened to me yesterday and i was a verified fan with a boost lmbo and today with my capital one card. my lash shred of hope is the general sale on friday bc i will NOT be buying from a reseller.
2292,2022-11-17 02:36:54+00:00,ArturoV75796156,@cIitarek If we can give me a Capital One card I'll be your secret lover
2293,2022-11-17 02:36:05+00:00,quirkypandah,"@faithf0rgotten Since you can only purchase them with a Capital One card, they make money off interest if people put expensive tickets on their card that they can't pay off right away"
2294,2022-11-17 02:35:55+00:00,PrSwifties,"I also have a capital one card. So great! I had two options for presale! I was going to be fine, I thought I was going to be able to get tickets for me and my sister as a gift to her. We were going to travel together and see our favorite artist live for the first time. (3/6)"
2295,2022-11-17 02:31:23+00:00,motosoto24,"How is it that @SeatGeek is only responsible for two venues, yet they suck at handling traffic for Taylor Swift? We got verified, got our presale code, waiting 8 hours and got nothing. Tried to use our capital one credit card the next day and nothing!!! @SeatGeek is terrible"
2296,2022-11-17 02:31:14+00:00,KJaggerX,@bettykissitbttr I didn’t know everyone in the f$&amp;@ing world had a capital one card
2297,2022-11-17 02:24:51+00:00,carolinamayorga,"@alexandergold X2 - well i got the worst ticket 🎫 and i was lover fest priority, fan verified + capital one card holder and still no good tickets. Im not sure if it is bad luck or @Ticketmaster really sucks also i was super early at the line. 💔🫠🥲"
2298,2022-11-17 02:24:05+00:00,polkadotprongs,im going to cry so hard my mom literally got a capital one card so that she could do the presale again today and sat there all day again for me and STILL NO TICKETS!!! i love her so much and i am so so so sad https://t.co/5jloPDNLy8
2299,2022-11-17 02:23:54+00:00,melygrace25,MY DAD DIDNT BOTHER TO TELL ME THAT HE HAD A CAPITAL ONE CARD AND TAYLOR TICKETS COULD HAVW BEEN EASIER
2300,2022-11-17 02:20:53+00:00,a_dieken,@shurider17 I don't have a capital one card so couldn't even try today.   So fucking awesome....
2301,2022-11-17 02:17:41+00:00,megan_burnham,Me getting a Capital One card so I could get tickets during the #TSxCapitalOne presale just to end up with no tickets. https://t.co/4VGpXlivP5
2302,2022-11-17 02:13:45+00:00,naanjaan,so mad at myself for not having a capital one card
2303,2022-11-17 02:12:26+00:00,stodulskilauren,"@MamaEmmerson sadly no, I didn’t have a capital one card and no one I knew had one haha… holding out hope for Friday but terrified that resellers will make them way more $$$"
2304,2022-11-17 02:12:06+00:00,kelseyjensen,So glad I registered for all 3 nights and had a Capital One card on hand. Extremely helpful.
2305,2022-11-17 02:10:44+00:00,RobertMCle,@igneouswx @Variety There are a lot of predatory credit card companies that sucker people into debt. Some of them have a lot of ads on TV. Capital One has a long history of predatory practices and has been fined for some of them. Why would a mega-rich celeb choose them to do ads for?
2306,2022-11-17 02:06:50+00:00,hairybby_,"i would like to thank my sister for having a capital one credit card,  alexis and my other sister for being my emotional support while i was in queue and grabbing these tickets 😭😭"
2307,2022-11-17 02:06:38+00:00,morganscalera,fuck this capital one card
2308,2022-11-17 02:03:26+00:00,MermaidxGalaxy,"I haven't seen her on tour since 1989, I missed rep tour (still heartbroken💔) wasn't able to buy lover fest tix, and I was SO excited to go to eras tour, signed up for Presale, was boosted and then waitlisted. No capital one card. Now all I'm terrified for Friday. 😭"
2309,2022-11-17 01:58:51+00:00,LauraDistin360,I gave up. My daughters &amp; I will not be going. My husband even tried today with our Capital One card. They were all gone by the time it got to him in the queue. #TaylorSwiftErasTour https://t.co/Pu3bX2K0gM
2310,2022-11-17 01:57:08+00:00,Willyums11,#TSxCapitalOne how does this even happen?! The Capital One card holder presale produced NOTHING and all these tickets are on StubHub for outrageous prices?!? Just shitty. @Ticketmaster https://t.co/r9jKGDNEOx
2311,2022-11-17 01:53:05+00:00,bigreputation,I really feel bad for fans who were put on the waitlist and don’t have a Capital One card. So many people didn’t even get a chance to buy tickets and now some shows are saying they have no tickets left for the general sale…
2312,2022-11-17 01:50:32+00:00,fwitterkatie,I’ve had a capital one card for almost 3 years and i would like to burn my card for the way they wronged me today
2313,2022-11-17 01:48:53+00:00,abigailnoelleee,I feel like there should have been a special link for the  capital one presale… like they email you a special link that enables you to shop the capital one tickets and you still have to enter your card as a code…
2314,2022-11-17 01:48:31+00:00,EmmiChalfant4,"@lindsheartstayx I had a presale code, boosts and a capital one card. Still don’t have tickets. @Ticketmaster better buckle up😭🤬"
2315,2022-11-17 01:48:19+00:00,user284839212,"@divinehamm @Ticketmaster Girl I totally agree. I don’t understand why people don’t have to enter the presale code, or capital one card number BEFORE they are entered into the queue. It’s not fair at all."
2316,2022-11-17 01:47:59+00:00,kimberlya_ortiz,@megelldub THIS!! I went in thinking having the Capital One card would give me a sliver of hope but nope same shit
2317,2022-11-17 01:46:56+00:00,rltthree1,@SouthwestAir Sure won’t be buying a ticket with my Capital One card #TicketmasterIsAScam #CapitalOneScam
2318,2022-11-17 01:45:07+00:00,HEKamaStarr,"@Ticketmaster @CapitalOne @taylorswift13 Got the TS “boosted” presale AND opened a Capital One card to snag Eras tix for my daughter &amp; her friends. 2 days, 2 pre sales later &amp; no effin’ tix! Just hours &amp; hours of disappointment and complete ridiculousness! #TSxCapitalOne https://t.co/AlQA06D3X0"
2319,2022-11-17 01:38:46+00:00,ramsaykate_,"lol i waited in line 8 hours yesterday for a sold out stadium. i waited in 6 different lines today with my capital one card, and got the same result. i love taylor swift but tbh this isn’t worth it. i’m scared to see what comes friday :/"
2320,2022-11-17 01:38:17+00:00,juliemchood,@SeatGeek I’m seriously ready to file a lawsuit…anyone else want to be a part of it? @seatgeek put enough bogus “holds” on my capital one card ($10k) that my transaction was declined and now I’m literally SCREWED.
2321,2022-11-17 01:35:42+00:00,seisland101,somehow gf didn't know i have a capital one card and now won't speak to me because she missed out on taylor swift presale
2322,2022-11-17 01:32:11+00:00,MermaidxGalaxy,"I was waitlisted (even had a so called boost) I don't have a capital one card, I'm scared of the general sale and heart broken for all those he waisted hours and got nothing 💔😭 #TaylorSwiftErasTour"
2323,2022-11-17 01:31:29+00:00,willstanfield,"@SamOellrich @SunsetSwift89 Literally false. In order to get a capital one presale ticket, you have to enter first six digits of a capital one card and then in fact pay with a capital one card. Maybe you lucked out on some VIP package that wasn’t capital one presale. https://t.co/RDtvywEvP5"
2324,2022-11-17 01:28:30+00:00,zimzaIabean,@AHRIRENE “I have my friend capital one credit card to get reserved sitting” I’ll pull water on your computer the moment you get into ticketing queue
2325,2022-11-17 01:20:26+00:00,Musicismysoul08,@biebergotswaggy @deestweets23 I'll take any Chicago day 😭 have capital one card been swiftie since 09.
2326,2022-11-17 01:19:24+00:00,bettysgardenco,"Full disclosure: my story has a fairly happy ending. I will see Taylor on this tour and will actually see her more than once. However, if I had not had lucky, generous friends and capital one card, I would not be seeing her at all. My personal experience was hell and resulted"
2327,2022-11-17 01:15:13+00:00,Lil_Watson18,Okkkk capital one trying to get me to get the platinum credit card lol
2328,2022-11-17 01:15:11+00:00,Tayswiftsong,@SwiftNYC It happened to me to but I just stayed in the room. I got tickets but then my capital one card wasn’t activated. 🤦‍♀️
2329,2022-11-17 01:13:04+00:00,biebergotswaggy,@deestweets23 I’m trying Friday too. I had a capital one card and it was terrible couldn’t get 1 ticket for any of the chicago dates. Good luck fellow Swiftie. ✨💖 I’m manifesting this for us!!
2330,2022-11-17 01:06:09+00:00,graceebossanova,"I didn’t have loverfest tix, didn’t get a presale code, and don’t have a capital one card. My chances of getting tix on Friday are slim to none. This is heartbreaking."
2331,2022-11-17 01:06:07+00:00,Dec13TSwift,@taylorfan1322 O god I had to use my Dads card causw I dont have capital one. I hope it didn’t charge 😳
2332,2022-11-17 01:03:56+00:00,maishathefirst,"it’s the way i wasn’t part of this week’s madness for eras tour presales bc i didn’t have a code or a capital one card…but i will be putting on my armor for friday in the last effort against the largest enemy, the locals."
2333,2022-11-17 01:03:01+00:00,JasonSivan6,Fuck any capital one card holder.
2334,2022-11-17 01:01:13+00:00,AnthonySkatz,@Unpaulfessional @CapitalOne Seeing all those Capital One Offers and Shopping is ENTICING. Also kudos to them for putting the percentage cash back for every merchant relative to card used. An EXTREMELY helpful thing every credit site should adopt.
2335,2022-11-17 00:59:43+00:00,cassandracushm1,@hannnahkristine lol... I couldn't even get seats into my cart and I have a capital one card. they were sold out by the time I got in or errors
2336,2022-11-17 00:57:21+00:00,Kellbell_14,@Ticketmaster The rescheduling for tickets from 11/15 to 11/16 was not a good alternative for a smooth experience. I still waited over 3 hrs to only be told tickets were sold out which is not ok as a capital one card holder. It was said the reschedule would not impact tickets for cardholders.
2337,2022-11-17 00:57:03+00:00,vig1lanteswift,some DUDE WHO HAS BEEN MAKING FUN OF ME FOR YEARS FOR LIKING TAYLOR JUST MESSAGED ME SAYING “oh yeah i was gonna get tickets but it said 2000 ahead of me and i said hell no” AND HE DOESNT EVEN HAVE A CAPITAL ONE CARD OR PRESALE AND DOESNT EVEN LIKE TAYLOR
2338,2022-11-17 00:52:13+00:00,realimospizza,@rowan_s2006 @swiftsgolden @midnightsalbum I got through the seatgeek queue in 30 minutes. My account was boosted but it didn’t matter bc SeatGeek. I did pay with a capital one card like you though.
2339,2022-11-17 00:51:34+00:00,nothisisbecky,@phoebesskeleton @TisTheDamnPhD This has always been confirmed. Capital One reserves a certain number of seat in each stadium for card members. Those tickets would never have been sold in the original presale
2340,2022-11-17 00:50:40+00:00,lunchboxdays13,"@wasteIndbby it wasn't a credit card presale though, it was capital one who also offers checking and savings accounts with debit cards."
2341,2022-11-17 00:47:36+00:00,folklorecamden,i tried so hard to get tickets with my capital one card to give to people who weren’t able too but it kicked me to the back of the queue after i entered my info :( i can’t imagine what some of you guys feel i’m so sorry i’ll try to help people for general onsale
2342,2022-11-17 00:45:21+00:00,tmayonon,I GOT A CAPITAL ONE CARD FOR NOTHING. NOTHINGB
2343,2022-11-17 00:45:07+00:00,emperlmutterr,"@KongQui48 lol, you’re wrong today was only for capital one presale no other card"
2344,2022-11-17 00:43:47+00:00,Suzie28530920,@Ticketmaster @taylornation13 This was an epic fail too Capital One.I applied and rec’d your credit card for the sole purpose of buying TS tickets.Every time I tried to buy tickets today they were taken out of my cart and then no tickets were left. I will be closing your stupid CC. Dinged my credit 4 nothing.
2345,2022-11-17 00:43:03+00:00,julie_00,@hannnahkristine I couldn’t even get tickets with my capital one card
2346,2022-11-17 00:38:00+00:00,capnamericuhhh,@alltayswift13 @marissasays_ @nicoleschmicole @TisTheDamnPhD tickets were def expensive. honestly the only reason i got mine was bc my capital one card came with 0% apr for 15 months. so i can actually pay this off over time instead of one big chunk at once. i’ll be putting in about $200 a month until march to have it down by then
2347,2022-11-17 00:29:25+00:00,isabellaaajjj,@hannnahkristine They didnt even let me use my capital one card :-) it didnt give me the option :-)
2348,2022-11-17 00:27:51+00:00,savannahrhaee,um i’ve had a capital one card for years and i didn’t even make it past the queue
2349,2022-11-17 00:27:24+00:00,Midnight8Dreams,@taybeautifulll also annoying capital one wouldn't let me go over the limit and TM wouldn't take my dad's card
2350,2022-11-17 00:26:58+00:00,folkybeck,"might fuck around and cancel my capital one credit card, only kept it for taylor all these years anyways"
2351,2022-11-17 00:21:03+00:00,DB93til,@meetmeateras It just says Capital One presale card holder 🤷🏽‍♀️🤦🏽‍♀️
2352,2022-11-17 00:16:52+00:00,devanlane,"So, we didn't get any Taylor Swift tickets in the @CapitalOne presale, but we DID get a fraudulent charge on our Capital One credit card an hour after giving the number to @Ticketmaster... so that's reassuring. https://t.co/Py8l0KFKm6"
2353,2022-11-17 00:16:46+00:00,finelineniall,give ppl a chance who didn’t get a code or don’t have a capital one card those are the ones who have gotten screwed over the most tbh https://t.co/utINYEjG4t
2354,2022-11-17 00:15:31+00:00,srsfaith,@MPugh09 @MrsHenson2014 @taylorswift13 @taylornation13 @Ticketmaster Me and my friend tried for capital one. Was able to add then kept getting error.  We had the card everything.
2355,2022-11-17 00:14:46+00:00,littlebambirry,@ftdtnatt I thought it was General sales today but it’s on Friday I think? My friend tried with her capital one card but didn’t find any😭 they were all platinum nosebleeds in $500
2356,2022-11-17 00:13:43+00:00,Kris_LoveWins,"@MyMauicat @365Galaxy @tswifterastour Yah, first 6 numbers of credit card from capital one"
2357,2022-11-17 00:13:26+00:00,lizzythecookie,@ccurtain29 @Thomas_A_Moore literally what is the point of having the capital one card if i still couldn’t get tickets
2358,2022-11-17 00:13:09+00:00,Amber_M1208,Tried the capital one sale today and let me tell you how garbage that process was and I can guarantee you most of the people in the queue didn’t have a capital one card! Ticketmaster you are trash!
2359,2022-11-17 00:11:53+00:00,lulusun28,"Spent hours today waiting to buy tickets for @taylorswift13, got to check out and recieved error messages. I had a capital one card! I had it linked to my @Ticketmaster account! Never been so devastated 😭 https://t.co/oo6mf8WX4J"
2360,2022-11-17 00:11:41+00:00,thelittlemagick,"I had two codes and a TN boost, my friend had one code and none of us got tickets! Not even today with a capital one card. I’ve never seen such a terrible ticket buying experience. https://t.co/z1sFuo9bip"
2361,2022-11-17 00:11:13+00:00,AllieBedell,Today I borrowed a friend's Capital One card to try to buy tickets. Even went so far as to try to buy some in Minneapolis because it appeared the most promising. Ticketmaster said nty AGAIN https://t.co/0qyTUZI6zE
2362,2022-11-17 00:11:07+00:00,Kris_LoveWins,"@tbellagemma @tswifterastour Yup, me too. I had it all ready plus the 64 dollar fee if I needed to cancel. I lost it! 
I got one today after getting a capital one credit card last night."
2363,2022-11-17 00:09:04+00:00,DanaBrigoli,@longlivelyd13 Omg Lyd my dad has a capital one card too and never scored for anything 😭😭😭
2364,2022-11-17 00:08:43+00:00,thedaviddoes,"2 days in a queue that didn’t move, a capital one card I didn’t need, and still wasn’t able to secure tickets. mad as hell rn https://t.co/Vs8nt6y9bl"
2365,2022-11-17 00:05:59+00:00,sourvinyl,tapping my capital one card to get on the subway as if we didn’t just go to war together
2366,2022-11-17 00:05:55+00:00,koohoop,the way i opened a capital one credit card for todays presale just to come out empty handed. absolute clown behavior you hate to see it
2367,2022-11-17 00:04:29+00:00,malloriesullivn,@meghas noooo i was waitlisted for verified fan but my bf has a capital one card so we got a chance today!
2368,2022-11-17 00:04:20+00:00,SavieSparky,@LaurenLipman Me!!! For Vegas!! I’m devastated! Verified Fan and Capital One card holder here! It will be my first time seeing her live!
2369,2022-11-17 00:02:26+00:00,happilylauren,don’t have a capital one card so would’ve been nice to try today but alas
2370,2022-11-17 00:00:14+00:00,rubierosita,6) -decided to check back on the Ticketmaster tab... which already had the 2 tickets in my cart and ready for checkout. I quickly scrambled to get my Capital One card outta my wallet again and put in the CVC code and checked them out. This was around 3:45PM CST. I was and still-
2371,2022-11-16 23:58:03+00:00,MichelleDN7,@toribremerr @Ticketmaster Same. Selected verified fan for what? having a capital one card for what? No tickets. Pissed.
2372,2022-11-16 23:57:30+00:00,Kkendaly,@capnamericuhhh @fairyinterludes @CapitalOne @taylorswift13 I guess capital one lied because they said you had to have the card
2373,2022-11-16 23:55:59+00:00,Grizzlayne,@btrswift This is a lie they actually take any card except Capital One. You’re just trying to scalp
2374,2022-11-16 23:52:50+00:00,TaylorisFUN,MY MOM HAD A CAPITAL ONE CARD AND DIDNT TELL ME 😭😭😭😭 I HAD NO IDEA IMMA KMS 😭
2375,2022-11-16 23:51:18+00:00,robichauxpref,@taylornation13 @treepaine @Ticketmaster @CapitalOne had both a verified fan code and capital one card and was still not able to get tickets. i've loved taylor for almost 10 years but i'm very disappointed with this experience  #ErasTour
2376,2022-11-16 23:49:45+00:00,do_u_like_dem,Did anyone else's capital one card get marked with fraud when you went to check out? #capitalonepresale
2377,2022-11-16 23:49:37+00:00,sudeep_9860,I am Sudeep Dahal. About two months ago I arrived in the USA and opened a bank account at Capital one through online. After the successful opening all was going good my card was on the way.
2378,2022-11-16 23:48:01+00:00,emmwuahhh,"I’m so heartbroken. I got verified fan and have a capital one card, two chances and I didn’t get a single ticket. #Ticketmaster #TSxCapitalOne #TSTheErasTour"
2379,2022-11-16 23:47:13+00:00,BigRedNerd1,@KimSilv26 @taylorswift13 @Ticketmaster Yea it sucks I have been planning on buying my sisters tickets for Christmas and I did everything ticket master suggested I even have a capital one card I didn’t get a verified code or wasn’t even able to use my capital one card today
2380,2022-11-16 23:46:57+00:00,SoIAmAFan,"@taylorswift13 @taylornation13 I’m a special education teacher but I only work to save money for Taylor. I save all my pennies for Taylor. She is my best friend. I have been a real fan for years! Yet, here I am with no tickets. I got a capital one card for this. Please help"
